2023-03-22 07:23:41 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2023-03-22 07:24:06 [main] INFO  c.m.d.e.q.s.config.WebSecurityConfig - userData: UserConfigData(username=test, password=test1234, roles=[USER])
2023-03-22 07:24:07 [I/O dispatcher 1] WARN  org.elasticsearch.client.RestClient - request [GET http://elastic-1:9200/] returned 1 warnings: [299 Elasticsearch-7.17.4-79878662c54c886ae89206c685d9f1051a9d6411 "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.17/security-minimal-setup.html to enable security."]
2023-03-22 07:24:07 [main] WARN  org.elasticsearch.client.RestClient - request [HEAD http://elastic-1:9200/twitter-index] returned 1 warnings: [299 Elasticsearch-7.17.4-79878662c54c886ae89206c685d9f1051a9d6411 "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.17/security-minimal-setup.html to enable security."]
2023-03-22 07:24:08 [main] INFO  c.m.d.e.q.s.config.WebSecurityConfig - userData: UserConfigData(username=test, password=test1234, roles=[USER])
2023-03-22 07:24:09 [main] INFO  c.m.d.e.q.s.config.WebSecurityConfig - userConfigData.getUsername(): test
2023-03-22 07:24:10 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/api-docs']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2023-03-22 07:24:10 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/api-docs']
2023-03-22 07:24:10 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@4ae2c01b, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@1cab19e2, org.springframework.security.web.context.SecurityContextPersistenceFilter@7b795db7, org.springframework.security.web.header.HeaderWriterFilter@5e7e7a7e, org.springframework.security.web.authentication.logout.LogoutFilter@6614289a, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@51df2a41, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@b849fa6, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@774c5e5c, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@6879e983, org.springframework.security.web.session.SessionManagementFilter@1d1c63af, org.springframework.security.web.access.ExceptionTranslationFilter@58a8ea6f, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@2f0e7fa8]
2023-03-22 07:24:12 [main] INFO  c.m.d.e.q.s.config.WebSecurityConfig - userConfigData.getUsername(): test
2023-03-22 07:24:13 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/api-docs']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2023-03-22 07:24:13 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/api-docs']
2023-03-22 07:24:13 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@7d5a0b14, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@72ec16f8, org.springframework.security.web.context.SecurityContextPersistenceFilter@5e7e7a7e, org.springframework.security.web.header.HeaderWriterFilter@47fca3cc, org.springframework.security.web.authentication.logout.LogoutFilter@53e82089, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@46fb9581, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@1c610f, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@7296fe0b, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@279e1422, org.springframework.security.web.session.SessionManagementFilter@3c6fb501, org.springframework.security.web.access.ExceptionTranslationFilter@16e5344c, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@54e94de9]
2023-03-22 07:24:23 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8185"]
2023-03-22 07:24:23 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8185 (http) with context path '/elastic-query-service'
2023-03-22 07:24:24 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8186"]
2023-03-22 07:24:24 [main] INFO  c.m.d.e.q.s.ElasticQueryServiceApplication - Started ElasticQueryServiceApplication in 53.071 seconds (JVM running for 59.54)
2023-03-22 07:24:25 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8186 (http) with context path '/elastic-query-service'
2023-03-22 07:24:25 [main] INFO  c.m.d.e.q.s.ElasticQueryServiceApplication - Started ElasticQueryServiceApplication in 57.323 seconds (JVM running for 62.501)
2023-03-22 07:25:39 [http-nio-8185-exec-2] INFO  o.a.c.c.C.[.[.[/elastic-query-service] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-03-22 07:25:39 [http-nio-8185-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-03-22 07:25:39 [http-nio-8185-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 36 ms
2023-03-22 07:25:40 [http-nio-8185-exec-2] INFO  c.m.d.e.q.s.b.i.TwitterElasticQueryService - Querying elasticsearch by text adipiscing
2023-03-22 07:25:41 [http-nio-8185-exec-2] WARN  org.elasticsearch.client.RestClient - request [POST http://elastic-1:9200/twitter-index/_search?typed_keys=true&max_concurrent_shard_requests=5&search_type=query_then_fetch&batched_reduce_size=512] returned 1 warnings: [299 Elasticsearch-7.17.4-79878662c54c886ae89206c685d9f1051a9d6411 "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.17/security-minimal-setup.html to enable security."]
2023-03-22 07:25:41 [http-nio-8185-exec-2] WARN  org.elasticsearch.client.RestClient - request [POST http://elastic-1:9200/twitter-index/_search?typed_keys=true&max_concurrent_shard_requests=5&search_type=query_then_fetch&batched_reduce_size=512] returned 1 warnings: [299 Elasticsearch-7.17.4-79878662c54c886ae89206c685d9f1051a9d6411 "Elasticsearch built-in security features are not enabled. Without authentication, your cluster could be accessible to anyone. See https://www.elastic.co/guide/en/elasticsearch/reference/7.17/security-minimal-setup.html to enable security."]
2023-03-22 07:25:42 [http-nio-8185-exec-2] INFO  c.m.d.e.q.c.s.i.TwitterElasticRepositoryQueryClient - 196 of documents with text adipiscing retrieved successfully
2023-03-22 07:25:43 [http-nio-8185-exec-2] INFO  c.m.d.e.q.s.a.ElasticDocumentController - Elasticsearch returned 196 of documents on port 8185
