2023-03-18 07:28:14 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2023-03-18 07:28:30 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@31acfd4e, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@5f726750, org.springframework.security.web.context.SecurityContextPersistenceFilter@3e900e1a, org.springframework.security.web.header.HeaderWriterFilter@39b626e5, org.springframework.security.web.csrf.CsrfFilter@5fdfe8cf, org.springframework.security.web.authentication.logout.LogoutFilter@51d0ec6f, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@5b35c7d, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@160e99e0, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@4e80a001, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@481b2f10, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@50085d9c, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@3bb9ca38, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@624b523, org.springframework.security.web.session.SessionManagementFilter@2e71240b, org.springframework.security.web.access.ExceptionTranslationFilter@2d7637e6, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@2ba42204]
2023-03-18 07:33:31 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2023-03-18 07:33:32 [main] INFO  c.m.demo.config.server.ConfigServer - Starting ConfigServer v1.0-SNAPSHOT using Java 17.0.6 on 5ae2708670f4 with PID 1 (/workspace/BOOT-INF/classes started by cnb in /workspace)
2023-03-18 07:33:32 [main] INFO  c.m.demo.config.server.ConfigServer - No active profile set, falling back to 1 default profile: "default"
2023-03-18 07:33:41 [main] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=5661a031-9c92-3b67-a98a-91252b007904
2023-03-18 07:33:44 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8888 (http)
2023-03-18 07:33:44 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8888"]
2023-03-18 07:33:44 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2023-03-18 07:33:44 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.68]
2023-03-18 07:33:44 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-03-18 07:33:44 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 11591 ms
2023-03-18 07:33:48 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/actuator/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2023-03-18 07:33:48 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/actuator/**']
2023-03-18 07:33:48 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/encrypt/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2023-03-18 07:33:48 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/encrypt/**']
2023-03-18 07:33:48 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/decrypt/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2023-03-18 07:33:48 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/decrypt/**']
2023-03-18 07:33:49 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@15639d09, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@4fba8eec, org.springframework.security.web.context.SecurityContextPersistenceFilter@365afe87, org.springframework.security.web.header.HeaderWriterFilter@4b425577, org.springframework.security.web.csrf.CsrfFilter@2a4f8009, org.springframework.security.web.authentication.logout.LogoutFilter@53aa2fc9, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@481b2f10, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@198536f6, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@52bd9a27, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@7634f2b, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@21e45a6f, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@7fbd3e75, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@611e5819, org.springframework.security.web.session.SessionManagementFilter@3bb9ca38, org.springframework.security.web.access.ExceptionTranslationFilter@5df7e31b, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@40bf4386]
2023-03-18 07:34:03 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8888"]
2023-03-18 07:34:03 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8888 (http) with context path ''
2023-03-18 07:34:03 [main] INFO  c.m.demo.config.server.ConfigServer - Started ConfigServer in 56.565 seconds (JVM running for 82.852)
2023-03-18 07:34:06 [http-nio-8888-exec-2] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-03-18 07:34:06 [http-nio-8888-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-03-18 07:34:06 [http-nio-8888-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 12 ms
2023-03-18 07:34:25 [http-nio-8888-exec-3] INFO  o.s.c.c.s.e.NativeEnvironmentRepository - Adding property source: Config resource 'file [/tmp/config-repo-13683504070870024461/config-client-twitter_to_kafka.yml]' via location 'file:/tmp/config-repo-13683504070870024461/'
2023-03-18 07:34:25 [http-nio-8888-exec-3] INFO  o.s.c.c.s.e.NativeEnvironmentRepository - Adding property source: Config resource 'file [/tmp/config-repo-13683504070870024461/config-client.yml]' via location 'file:/tmp/config-repo-13683504070870024461/'
2023-03-18 07:38:41 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2023-03-18 07:38:41 [main] INFO  c.m.demo.config.server.ConfigServer - Starting ConfigServer v1.0-SNAPSHOT using Java 17.0.6 on 2ee5a6c1995c with PID 1 (/workspace/BOOT-INF/classes started by cnb in /workspace)
2023-03-18 07:38:42 [main] INFO  c.m.demo.config.server.ConfigServer - No active profile set, falling back to 1 default profile: "default"
2023-03-18 07:38:52 [main] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=5661a031-9c92-3b67-a98a-91252b007904
2023-03-18 07:38:54 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8888 (http)
2023-03-18 07:38:54 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8888"]
2023-03-18 07:38:54 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2023-03-18 07:38:54 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.68]
2023-03-18 07:38:55 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-03-18 07:38:55 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 12348 ms
2023-03-18 07:38:58 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/actuator/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2023-03-18 07:38:58 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/actuator/**']
2023-03-18 07:38:58 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/encrypt/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2023-03-18 07:38:58 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/encrypt/**']
2023-03-18 07:38:58 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/decrypt/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2023-03-18 07:38:58 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/decrypt/**']
2023-03-18 07:38:59 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@4c731956, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@56826a75, org.springframework.security.web.context.SecurityContextPersistenceFilter@48268eec, org.springframework.security.web.header.HeaderWriterFilter@6d6f6860, org.springframework.security.web.csrf.CsrfFilter@1d4f5506, org.springframework.security.web.authentication.logout.LogoutFilter@388c519, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@477021ee, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@23cd5d42, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@49cd946c, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@5b35c7d, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@4bf80c29, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@2e71240b, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@40bf4386, org.springframework.security.web.session.SessionManagementFilter@a85644c, org.springframework.security.web.access.ExceptionTranslationFilter@31723307, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@674da77b]
2023-03-18 07:39:12 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8888"]
2023-03-18 07:39:12 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8888 (http) with context path ''
2023-03-18 07:39:12 [main] INFO  c.m.demo.config.server.ConfigServer - Started ConfigServer in 56.492 seconds (JVM running for 79.24)
2023-03-18 07:39:13 [http-nio-8888-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-03-18 07:39:13 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-03-18 07:39:13 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 4 ms
2023-03-18 09:05:06 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2023-03-18 09:05:08 [main] INFO  c.m.demo.config.server.ConfigServer - Starting ConfigServer v1.0-SNAPSHOT using Java 17.0.6 on fd6c98c0d14e with PID 1 (/workspace/BOOT-INF/classes started by cnb in /workspace)
2023-03-18 09:05:09 [main] INFO  c.m.demo.config.server.ConfigServer - No active profile set, falling back to 1 default profile: "default"
2023-03-18 09:05:21 [main] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=5661a031-9c92-3b67-a98a-91252b007904
2023-03-18 09:05:23 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8888 (http)
2023-03-18 09:05:23 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8888"]
2023-03-18 09:05:23 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2023-03-18 09:05:23 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.68]
2023-03-18 09:05:23 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-03-18 09:05:23 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 12490 ms
2023-03-18 09:05:27 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/actuator/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2023-03-18 09:05:27 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/actuator/**']
2023-03-18 09:05:27 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/encrypt/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2023-03-18 09:05:27 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/encrypt/**']
2023-03-18 09:05:27 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/decrypt/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2023-03-18 09:05:27 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/decrypt/**']
2023-03-18 09:05:28 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@2b6c7012, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@31acfd4e, org.springframework.security.web.context.SecurityContextPersistenceFilter@2b44d6d0, org.springframework.security.web.header.HeaderWriterFilter@515b9d4a, org.springframework.security.web.csrf.CsrfFilter@2f79f192, org.springframework.security.web.authentication.logout.LogoutFilter@594131f2, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@2de6f1bc, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@3bb9ca38, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@5f726750, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@4e140497, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@196624bf, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@5934153e, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@4e80a001, org.springframework.security.web.session.SessionManagementFilter@32a4ecbe, org.springframework.security.web.access.ExceptionTranslationFilter@4bf80c29, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@d3e3085]
2023-03-18 09:38:11 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2023-03-18 09:38:12 [main] INFO  c.m.demo.config.server.ConfigServer - Starting ConfigServer v1.0-SNAPSHOT using Java 17.0.6 on 3b3be5f7ab2a with PID 1 (/workspace/BOOT-INF/classes started by cnb in /workspace)
2023-03-18 09:38:12 [main] INFO  c.m.demo.config.server.ConfigServer - No active profile set, falling back to 1 default profile: "default"
2023-03-18 09:38:21 [main] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=5661a031-9c92-3b67-a98a-91252b007904
2023-03-18 09:38:23 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8888 (http)
2023-03-18 09:38:23 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8888"]
2023-03-18 09:38:23 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2023-03-18 09:38:23 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.68]
2023-03-18 09:38:24 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-03-18 09:38:24 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 11290 ms
2023-03-18 09:38:27 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/actuator/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2023-03-18 09:38:27 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/actuator/**']
2023-03-18 09:38:27 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/encrypt/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2023-03-18 09:38:27 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/encrypt/**']
2023-03-18 09:38:27 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/decrypt/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2023-03-18 09:38:27 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/decrypt/**']
2023-03-18 09:38:27 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@740dcae3, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@4e140497, org.springframework.security.web.context.SecurityContextPersistenceFilter@32a4ecbe, org.springframework.security.web.header.HeaderWriterFilter@69a024a0, org.springframework.security.web.csrf.CsrfFilter@5c059a68, org.springframework.security.web.authentication.logout.LogoutFilter@1c628f6a, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@285005b8, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@63a9c661, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@481b2f10, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@14d25b6e, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@23cd5d42, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@5df7e31b, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@2b6c7012, org.springframework.security.web.session.SessionManagementFilter@2d7637e6, org.springframework.security.web.access.ExceptionTranslationFilter@1e3f0aea, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@2180e789]
2023-03-18 09:38:41 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8888"]
2023-03-18 09:38:41 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8888 (http) with context path ''
2023-03-18 09:38:41 [main] INFO  c.m.demo.config.server.ConfigServer - Started ConfigServer in 53.534 seconds (JVM running for 71.248)
2023-03-18 09:38:41 [http-nio-8888-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-03-18 09:38:41 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-03-18 09:38:41 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 7 ms
2023-03-18 09:38:58 [http-nio-8888-exec-3] INFO  o.s.c.c.s.e.NativeEnvironmentRepository - Adding property source: Config resource 'file [/tmp/config-repo-4664421393081441705/config-client-twitter_to_kafka.yml]' via location 'file:/tmp/config-repo-4664421393081441705/'
2023-03-18 09:38:58 [http-nio-8888-exec-3] INFO  o.s.c.c.s.e.NativeEnvironmentRepository - Adding property source: Config resource 'file [/tmp/config-repo-4664421393081441705/config-client.yml]' via location 'file:/tmp/config-repo-4664421393081441705/'
2023-03-18 09:39:33 [http-nio-8888-exec-4] INFO  o.s.c.c.s.e.NativeEnvironmentRepository - Adding property source: Config resource 'file [/tmp/config-repo-4664421393081441705/config-client-kafka_to_elastic.yml]' via location 'file:/tmp/config-repo-4664421393081441705/'
2023-03-18 09:39:33 [http-nio-8888-exec-4] INFO  o.s.c.c.s.e.NativeEnvironmentRepository - Adding property source: Config resource 'file [/tmp/config-repo-4664421393081441705/config-client.yml]' via location 'file:/tmp/config-repo-4664421393081441705/'
